"player_id","team_abbrev","gp_onice","cf_5v5","ca_5v5","gf_5v5","ga_5v5","ev_goals","ev_assists","pp_goals","pp_assists","pk_ga","pp_shots","pk_shots_against","pp_gf_onice","pk_ga_onice","xg_for_5v5","xg_against_5v5","pen_taken","pen_drawn","toi_5v5_sec","toi_pp_sec","toi_pk_sec","cf_pct_5v5","gf_per60_5v5","ga_per60_5v5","ev_points_per60","pp_points_per60","pk_ga_per60","pk_save_pct","pp_gf_onice_per60","pk_ga_onice_per60","xg_for_per60_5v5","xg_against_per60_5v5","toi_all_tracked_sec","pen_taken_per60","pen_drawn_per60","penalty_diff_per60"
"8448208","PHI",84,1023,885,47,41,10,21,8,18,4,412,1,40,0,0,0,16,19,60388,13262,1033,53.6,2.8,2.44,1.85,7.06,13.94,-3,10.86,0,0,0,74683,0.77,0.92,0.15
"8459424","PHI",13,152,143,9,4,0,4,1,7,2,90,89,9,5,0,0,5,2,10482,2668,2645,51.5,3.09,1.37,1.37,10.79,2.72,0.9775,12.14,6.81,0,0,15795,1.14,0.46,-0.68
"8459670","PHI",87,1100,958,48,43,0,18,5,20,4,576,498,44,44,0,0,27,17,73309,14416,13203,53.4,2.36,2.11,0.88,6.24,1.09,0.992,10.99,12,0,0,100928,0.96,0.61,-0.35
"8460703","BOS",66,2983,2555,143,109,0,1,0,0,1,565,467,29,35,0,0,0,17,179005,19414,17099,53.9,2.88,2.19,0.02,0,0.21,0.9979,5.38,7.37,0,0,215518,0,0.28,0.28
"8464975","PHI",81,1008,1075,47,47,15,16,5,14,3,377,2,32,0,0,0,27,34,63206,13416,1896,48.4,2.68,2.68,1.77,5.1,5.7,-0.5,8.59,0,0,0,78518,1.24,1.56,0.32
"8465009","BOS",86,1775,1275,81,55,4,25,8,9,1,389,356,22,27,0,0,32,19,97227,12868,10252,58.2,3,2.04,1.07,4.76,0.35,0.9972,6.15,9.48,0,0,120347,0.96,0.57,-0.39
"8465978","BOS",86,615,691,17,25,4,8,0,0,0,8,6,0,0,0,0,17,10,44917,766,403,47.1,1.36,2,0.96,0,0,1,0,0,0,0,46086,1.33,0.78,-0.55
"8466215","BOS",80,1262,1062,60,47,3,10,1,8,0,300,34,18,0,0,0,4,7,72568,9754,2545,54.3,2.98,2.33,0.64,3.32,0,1,6.64,0,0,0,84867,0.17,0.3,0.13
"8466333","BOS",79,1118,1170,53,49,5,17,0,2,0,75,213,5,12,0,0,13,13,73430,3352,9592,48.9,2.6,2.4,1.08,2.15,0,1,5.37,4.5,0,0,86374,0.54,0.54,0
"8467967","BOS",89,1014,929,56,32,17,17,1,0,0,26,239,1,16,0,0,15,15,64478,2524,7885,52.2,3.13,1.79,1.9,1.43,0,1,1.43,7.31,0,0,74887,0.72,0.72,0
"8468486","PHI",93,1335,1175,66,49,19,22,18,11,4,563,10,43,1,0,0,48,37,76085,14110,1849,53.2,3.12,2.32,1.94,7.4,7.79,0.6,10.97,1.95,0,0,92044,1.88,1.45,-0.43
"8468524","PHI",70,2885,2809,126,120,0,1,0,1,4,714,615,62,46,0,0,2,3,183136,23335,22316,50.7,2.48,2.36,0.02,0.15,0.65,0.9935,9.57,7.42,0,0,228787,0.03,0.05,0.02
"8468534","PHI",56,599,711,28,21,0,6,0,0,0,0,71,0,9,0,0,20,6,40724,290,3983,45.7,2.48,1.86,0.53,0,0,1,0,8.13,0,0,44997,1.6,0.48,-1.12
"8469619","BOS",87,1589,1329,63,58,3,8,0,9,0,379,382,20,29,0,0,18,7,95239,11752,10635,54.5,2.38,2.19,0.42,2.76,0,1,6.13,9.82,0,0,117626,0.55,0.21,-0.34
"8470169","BOS",85,709,834,26,33,8,10,0,0,0,13,244,0,14,0,0,10,9,53297,1714,7420,45.9,1.76,2.23,1.22,0,0,1,0,6.79,0,0,62431,0.58,0.52,-0.06
"8470171","PHI",92,979,1015,45,47,15,12,2,1,0,21,508,3,36,0,0,26,31,66649,2659,14167,49.1,2.43,2.54,1.46,4.06,0,1,4.06,9.15,0,0,83475,1.12,1.34,0.22
"8470187","BOS",84,1515,1195,72,52,5,12,1,0,0,46,276,2,16,0,0,16,15,84719,3519,10106,55.9,3.06,2.21,0.72,1.02,0,1,2.05,5.7,0,0,98344,0.59,0.55,-0.04
"8470230","BOS",76,616,715,22,30,8,6,0,0,0,8,153,0,9,0,0,6,9,43911,869,5772,46.3,1.8,2.46,1.15,0,0,1,0,5.61,0,0,50552,0.43,0.64,0.21
"8470596","BOS",46,688,506,35,31,12,13,5,2,0,205,3,17,0,0,0,17,6,34982,5851,988,57.6,3.6,3.19,2.57,4.31,0,1,10.46,0,0,0,41821,1.46,0.52,-0.94
"8470601","PHI",92,1468,1506,68,76,4,16,0,2,0,39,504,5,39,0,0,26,14,96626,4736,14792,49.4,2.53,2.83,0.75,1.52,0,1,3.8,9.49,0,0,116154,0.81,0.43,-0.38
"8470638","BOS",88,1341,909,60,31,14,30,5,9,0,357,240,21,17,0,0,14,21,72302,11107,7364,59.6,2.99,1.54,2.19,4.54,0,1,6.81,8.31,0,0,90773,0.56,0.83,0.27
"8470640","PHI",93,1541,1488,67,67,2,27,3,9,4,337,216,24,11,0,0,21,11,95294,13594,11405,50.9,2.53,2.53,1.1,3.18,1.26,0.9815,6.36,3.47,0,0,120293,0.63,0.33,-0.3
"8471236","PHI",63,1006,957,48,42,5,16,2,1,0,107,212,8,16,0,0,19,12,58123,6294,8959,51.2,2.97,2.6,1.3,1.72,0,1,4.58,6.43,0,0,73376,0.93,0.59,-0.34
"8471276","BOS",86,1313,1112,62,64,18,30,3,8,1,365,80,24,7,0,0,20,18,74372,10899,5018,54.1,3,3.1,2.32,3.63,0.72,0.9875,7.93,5.02,0,0,90289,0.8,0.72,-0.08
"8471514","BOS",64,781,725,38,23,10,18,1,10,1,298,144,16,7,0,0,13,9,48052,9200,5356,51.9,2.85,1.72,2.1,4.3,0.67,0.9931,6.26,4.71,0,0,62608,0.75,0.52,-0.23
